Airbnbid,host_id,neighbourhood_group,neighbourhood,latitude,longitude,room_type,price,minimum_nights,number_of_reviews,last_review,reviews_per_month,calculated_host_listings_count,availability_365
12167152,51434373,Manhattan,Chelsea,40.73971,-73.99829,Private room,179,3,69,2019-06-19,1.8,1,104
12167819,65359432,Queens,Astoria,40.76452,-73.92804,Shared room,500,2,15,2017-02-16,0.39,2,365
12167857,6520757,Brooklyn,Bedford-Stuyvesant,40.69574,-73.9515,Entire home/apt,150,4,11,2019-06-11,0.29,1,0
12168087,65361160,Queens,Ridgewood,40.70719,-73.91414,Entire home/apt,175,6,29,2019-07-05,0.83,1,55
12168212,7039396,Brooklyn,Cypress Hills,40.68202,-73.88943,Entire home/apt,79,1,130,2019-06-26,3.48,2,258
12169531,11218119,Brooklyn,Clinton Hill,40.69315,-73.96412,Entire home/apt,117,3,1,2016-04-04,0.03,1,0
12170307,64652921,Brooklyn,Williamsburg,40.71707,-73.95859,Entire home/apt,91,5,0,,,1,0
12170991,57070933,Manhattan,Upper West Side,40.79902,-73.96043,Private room,65,2,3,2016-06-16,0.08,2,0
12171619,56098700,Manhattan,Midtown,40.76593,-73.9812,Entire home/apt,500,3,0,,,1,0
12171671,16677326,Manhattan,Chelsea,40.74971,-73.99533,Private room,85,1,210,2019-06-23,5.34,12,321
12172457,50760546,Manhattan,Midtown,40.74545,-73.98113,Entire home/apt,150,29,1,2018-11-30,0.14,31,143
12173205,59928816,Queens,Ridgewood,40.70724,-73.91228,Private room,80,2,177,2019-07-05,4.48,2,245
12173904,65402364,Manhattan,Upper West Side,40.78942,-73.96768,Entire home/apt,200,5,0,,,1,0
12174580,22887864,Brooklyn,Bedford-Stuyvesant,40.67989,-73.91817,Entire home/apt,325,2,76,2019-06-24,1.93,1,160
12174966,28895303,Manhattan,Upper East Side,40.7674,-73.95559,Private room,95,1,10,2016-06-09,0.25,1,0
12175508,65415391,Manhattan,East Village,40.73185,-73.98431,Private room,100,1,0,,,1,0
12177276,12446229,Manhattan,Upper West Side,40.78864,-73.97452,Shared room,85,2,47,2019-07-01,1.2,1,76
12181485,794042,Brooklyn,Clinton Hill,40.68459,-73.96499,Entire home/apt,115,5,8,2016-08-16,0.21,1,0
12181549,808189,Manhattan,Two Bridges,40.71279,-73.99445,Entire home/apt,111,1,41,2019-06-23,1.17,1,4
12184165,65476654,Manhattan,Upper West Side,40.7823,-73.98081,Private room,84,1,27,2018-12-09,0.69,1,0
12184956,36959636,Brooklyn,Greenpoint,40.72099,-73.94566,Private room,75,3,0,,,1,0
12185578,19552418,Manhattan,Harlem,40.80807,-73.94868,Private room,95,12,4,2017-12-07,0.1,1,0
12186043,264111,Brooklyn,Crown Heights,40.66714,-73.95819,Entire home/apt,110,2,6,2018-06-24,0.15,1,0
12186697,14208923,Brooklyn,Greenpoint,40.72599,-73.94434,Private room,50,4,1,2016-04-30,0.03,1,0
12187800,6555513,Brooklyn,Brooklyn Heights,40.69619,-73.99296,Private room,115,1,0,,,2,0
12188651,6997786,Manhattan,Chelsea,40.74369,-73.99571,Entire home/apt,225,2,5,2016-10-09,0.14,1,0
12188721,517866,Brooklyn,Bushwick,40.69021,-73.91019,Private room,80,3,0,,,1,83
12189652,14131713,Brooklyn,Bedford-Stuyvesant,40.6848,-73.93471,Private room,110,1,2,2016-05-12,0.05,2,342
12190495,66127,Brooklyn,Bedford-Stuyvesant,40.68762,-73.95604,Private room,49,7,13,2019-05-21,0.36,1,0
12190880,65527002,Manhattan,Upper West Side,40.7961,-73.963,Private room,90,1,60,2019-07-06,2.91,1,188
12191010,65482154,Queens,Arverne,40.58734,-73.79971,Entire home/apt,299,3,4,2019-05-27,0.31,1,318
12191116,57070933,Manhattan,Upper West Side,40.79981,-73.96097,Private room,60,1,5,2016-07-12,0.14,2,0
12191735,16098958,Manhattan,Financial District,40.70538,-74.00664,Entire home/apt,175,30,3,2017-01-13,0.08,96,311
12192216,3104581,Manhattan,East Harlem,40.79073,-73.94669,Entire home/apt,115,2,18,2019-07-06,0.48,1,3
12196647,5744488,Brooklyn,Bedford-Stuyvesant,40.69438,-73.94726,Private room,45,4,0,,,1,0
12202225,59979344,Brooklyn,Bedford-Stuyvesant,40.69188,-73.94742,Private room,57,1,0,,,1,0
12202511,9314442,Manhattan,Chinatown,40.71532,-73.99343,Entire home/apt,120,3,2,2016-10-04,0.05,1,0
12204161,6555513,Brooklyn,Brooklyn Heights,40.69453,-73.99423,Entire home/apt,409,1,1,2016-06-30,0.03,2,0
12205049,65625445,Queens,Rosedale,40.67112,-73.73529,Entire home/apt,350,40,15,2017-07-05,0.39,1,365
12205604,19866189,Queens,Arverne,40.58859,-73.7938,Private room,95,1,31,2018-05-13,0.79,5,361
12206029,5897784,Brooklyn,Bedford-Stuyvesant,40.68022,-73.92673,Private room,49,1,1,2016-05-13,0.03,1,0
12206323,65639106,Manhattan,East Harlem,40.78821,-73.94927,Entire home/apt,155,1,2,2016-07-05,0.05,1,0
12209944,65667120,Brooklyn,Bedford-Stuyvesant,40.68264,-73.94238,Entire home/apt,265,4,123,2019-06-30,3.25,1,285
12210323,65670239,Brooklyn,East Flatbush,40.64062,-73.94733,Entire home/apt,215,2,44,2019-07-04,1.28,1,279
12210448,59928816,Queens,Ridgewood,40.70707,-73.91384,Private room,120,2,162,2019-06-27,4.12,2,268
12210730,12798614,Brooklyn,Bedford-Stuyvesant,40.68979,-73.94299,Private room,54,2,1,2016-04-17,0.03,3,319
12211018,12798614,Brooklyn,Bedford-Stuyvesant,40.6886,-73.94153,Private room,79,2,0,,,3,319
12212943,65690091,Manhattan,Upper East Side,40.78173,-73.94621,Private room,185,1,0,,,1,0
12220661,65217454,Manhattan,Washington Heights,40.85264,-73.92976,Entire home/apt,60,5,16,2019-05-25,0.41,1,4
12221970,9040879,Queens,Arverne,40.59491,-73.78851,Entire home/apt,750,1,14,2019-06-08,0.36,2,352
12222304,23821373,Manhattan,Upper East Side,40.76676,-73.95753,Entire home/apt,160,1,0,,,1,0
12223159,9545279,Manhattan,Greenwich Village,40.72837,-73.99952,Entire home/apt,210,1,58,2019-07-06,1.49,1,2
12223531,2018172,Brooklyn,Williamsburg,40.70751,-73.95441,Private room,80,1,2,2016-08-17,0.05,1,0
12223866,11157618,Brooklyn,Bedford-Stuyvesant,40.68882,-73.95969,Entire home/apt,85,5,93,2019-06-10,2.38,1,0
12224443,65760387,Brooklyn,Bedford-Stuyvesant,40.68445,-73.92142,Entire home/apt,99,2,43,2017-11-01,1.16,1,0
12225502,65757870,Manhattan,East Village,40.72637,-73.97682,Entire home/apt,200,2,0,,,1,0
12225838,62316080,Brooklyn,Williamsburg,40.71394,-73.94995,Private room,84,1,181,2019-06-23,4.59,1,282
12226927,38969372,Brooklyn,Kensington,40.64528,-73.97621,Entire home/apt,105,4,7,2018-08-26,0.18,1,20
12227008,65776450,Brooklyn,Williamsburg,40.70952,-73.95567,Private room,150,2,0,,,1,0
12227645,54129736,Queens,Rockaway Beach,40.58341,-73.8165,Private room,88,2,32,2017-09-04,0.84,1,0
12228023,65786525,Manhattan,Upper East Side,40.77631,-73.9556,Private room,65,1,0,,,1,0
12228640,27953420,Brooklyn,Bedford-Stuyvesant,40.68696,-73.95094,Entire home/apt,110,1,0,,,1,0
12228859,5138621,Manhattan,Upper East Side,40.77619,-73.95106,Entire home/apt,140,2,1,2016-11-07,0.03,1,0
12230361,65802264,Brooklyn,Crown Heights,40.66877,-73.93318,Private room,50,3,14,2016-09-30,0.35,1,0
12230921,5679552,Brooklyn,Williamsburg,40.7193,-73.95731,Entire home/apt,175,2,2,2016-04-23,0.05,1,0
12230928,65806798,Staten Island,Tottenville,40.50708,-74.24285,Private room,100,2,0,,,1,365
12230978,30529247,Brooklyn,Fort Greene,40.69706,-73.97422,Private room,50,4,15,2019-06-24,0.38,1,0
12231254,65809485,Queens,Flushing,40.74979,-73.82911,Private room,60,5,66,2019-05-19,1.69,12,141
12231304,18287406,Brooklyn,Bushwick,40.70307,-73.91765,Private room,51,3,0,,,1,0
12231331,27379452,Brooklyn,Williamsburg,40.70611,-73.93966,Private room,55,5,0,,,1,0
12231443,44376809,Brooklyn,Bushwick,40.70265,-73.91701,Private room,85,1,0,,,1,0
12233692,65598016,Brooklyn,Crown Heights,40.66946,-73.95306,Private room,60,2,136,2019-06-23,3.45,1,346
12234139,13089400,Manhattan,Upper West Side,40.77116,-73.98796,Entire home/apt,143,2,32,2019-04-22,0.81,1,0
12234835,65832104,Manhattan,Lower East Side,40.71877,-73.98913,Entire home/apt,85,5,4,2019-06-15,0.11,1,282
12236124,24637162,Queens,Sunnyside,40.74594,-73.91727,Entire home/apt,110,2,24,2019-06-27,1.52,1,128
12242301,30283594,Manhattan,Midtown,40.76686,-73.98198,Entire home/apt,449,30,0,,,121,345
12242672,18362341,Manhattan,Harlem,40.83086,-73.94478,Private room,35,1,0,,,1,0
12243378,30283594,Manhattan,Midtown,40.76539,-73.98348,Entire home/apt,369,30,1,2017-06-02,0.04,121,345
12243556,2863689,Manhattan,Morningside Heights,40.80514,-73.96349,Private room,70,8,0,,,1,0
12243947,63289810,Brooklyn,Gowanus,40.68081,-73.98945,Entire home/apt,295,2,70,2019-06-10,1.8,1,292
12245906,65364483,Manhattan,Upper West Side,40.7992,-73.96792,Entire home/apt,110,120,2,2016-08-27,0.05,2,34
12247741,14906645,Manhattan,Upper East Side,40.77685,-73.95727,Private room,65,1,2,2016-05-01,0.05,1,0
12249359,61391963,Manhattan,Hell's Kitchen,40.76322,-73.99005,Entire home/apt,109,30,8,2018-12-30,0.28,91,159
12249461,24291213,Brooklyn,Sunset Park,40.63877,-74.01993,Private room,35,1,2,2016-04-08,0.05,2,0
12250653,20043119,Brooklyn,Clinton Hill,40.6881,-73.96281,Private room,50,1,3,2017-05-17,0.1,1,0
12251481,17624300,Brooklyn,Williamsburg,40.70244,-73.94421,Private room,44,1,8,2019-06-02,0.23,1,357
12252035,4534893,Manhattan,East Village,40.72705,-73.98787,Entire home/apt,275,2,70,2019-07-01,1.84,4,307
12252205,4534893,Manhattan,East Village,40.72553,-73.98831,Private room,110,2,46,2019-06-08,1.17,4,307
12252513,9280078,Brooklyn,Williamsburg,40.70845,-73.96742,Entire home/apt,120,1,1,2016-05-08,0.03,1,0
12252583,49121324,Brooklyn,Clinton Hill,40.68645,-73.96691,Private room,50,7,4,2016-07-20,0.11,1,0
12252993,65968828,Brooklyn,Crown Heights,40.6733,-73.91235,Entire home/apt,87,3,87,2019-06-23,2.25,1,260
12253338,51547958,Manhattan,Washington Heights,40.83498,-73.94801,Private room,78,1,0,,,1,0
12253809,12608878,Manhattan,Washington Heights,40.8528,-73.94114,Private room,49,2,0,,,1,0
12254118,65979198,Manhattan,Nolita,40.72232,-73.99433,Private room,109,7,3,2017-01-03,0.09,1,0
12254147,43380926,Manhattan,East Harlem,40.78771,-73.94197,Private room,65,1,1,2016-07-22,0.03,1,0
12265378,22087408,Manhattan,Lower East Side,40.71909,-73.98473,Private room,150,1,41,2019-06-23,1.07,3,274
12266323,5004109,Manhattan,Murray Hill,40.75001,-73.97739,Entire home/apt,225,1,45,2019-06-30,1.16,1,255
12267015,12759735,Manhattan,Upper West Side,40.784,-73.97148,Entire home/apt,100,1,1,2016-04-24,0.03,1,0
12267599,12879538,Manhattan,Harlem,40.82033,-73.94358,Entire home/apt,125,1,103,2019-07-02,2.67,2,339
12267734,4899404,Manhattan,East Village,40.72838,-73.98539,Entire home/apt,115,4,46,2019-06-15,1.19,1,0
12268056,7119612,Brooklyn,Bushwick,40.69897,-73.92705,Private room,62,1,1,2016-04-20,0.03,1,0
12269953,66089191,Brooklyn,Bushwick,40.69177,-73.92509,Private room,50,7,2,2017-05-31,0.06,1,0
12271309,2079709,Manhattan,East Village,40.72795,-73.98567,Entire home/apt,200,2,39,2019-03-31,1.15,1,0
12272376,9040879,Queens,Arverne,40.59413,-73.78991,Entire home/apt,225,1,6,2019-06-23,0.56,2,352
12272850,61391963,Manhattan,Kips Bay,40.74205,-73.97828,Entire home/apt,159,30,5,2019-06-01,0.18,91,281
12273048,49580011,Manhattan,Theater District,40.76237,-73.98285,Entire home/apt,150,28,4,2019-03-09,0.11,1,331
12273688,44468180,Brooklyn,Bushwick,40.69414,-73.92877,Private room,29,2,4,2017-07-02,0.11,1,0
12274576,2261995,Brooklyn,Bedford-Stuyvesant,40.68091,-73.94392,Entire home/apt,150,1,0,,,3,359
12274662,5606004,Brooklyn,Bushwick,40.70062,-73.92785,Private room,80,2,9,2018-05-30,0.23,1,0
12274909,60756664,Brooklyn,Bay Ridge,40.63456,-74.02483,Private room,35,1,33,2019-06-12,0.84,1,337
12274916,4285208,Manhattan,Upper East Side,40.77346,-73.9559,Entire home/apt,250,7,8,2018-09-20,0.22,1,294
12281070,66173032,Manhattan,Upper East Side,40.77441,-73.95815,Entire home/apt,160,1,0,,,1,0
12282434,2672883,Manhattan,Lower East Side,40.72231,-73.99069,Entire home/apt,175,30,12,2016-12-11,0.32,1,0
12282543,36012265,Brooklyn,Williamsburg,40.70528,-73.92938,Entire home/apt,150,2,11,2019-05-06,0.28,7,330
12282916,66182162,Queens,Long Island City,40.75888,-73.9312,Entire home/apt,165,2,3,2016-10-23,0.08,1,0
12283602,12603183,Brooklyn,Greenpoint,40.73675,-73.95382,Entire home/apt,150,3,0,,,1,0
12283732,36012265,Brooklyn,Williamsburg,40.70454,-73.9299,Entire home/apt,159,2,13,2019-04-28,0.34,7,317
12284280,4964784,Brooklyn,Sunset Park,40.65031,-74.00176,Entire home/apt,140,2,108,2019-07-07,2.89,1,278
12285861,8182126,Brooklyn,Williamsburg,40.71791,-73.94646,Entire home/apt,159,3,2,2016-05-01,0.05,2,0
12286191,40288829,Manhattan,Washington Heights,40.83294,-73.94167,Private room,77,7,17,2019-05-26,0.46,1,311
12286939,24918898,Brooklyn,Williamsburg,40.70755,-73.95117,Private room,49,3,3,2016-05-30,0.08,2,0
12287479,66215731,Brooklyn,Gowanus,40.67692,-73.98339,Private room,55,1,56,2019-06-18,1.46,2,281
12287516,66215731,Brooklyn,Park Slope,40.67719,-73.98142,Private room,50,1,113,2019-06-16,2.87,2,352
12287838,26405086,Manhattan,Washington Heights,40.83471,-73.94288,Entire home/apt,359,1,96,2019-06-28,2.48,4,309
12287938,66191982,Brooklyn,Bedford-Stuyvesant,40.69445,-73.94459,Private room,50,3,3,2016-05-08,0.08,1,0
12290567,66240027,Brooklyn,Prospect-Lefferts Gardens,40.66158,-73.95999,Entire home/apt,40,1,2,2016-04-28,0.05,1,0
12292226,26521212,Manhattan,Midtown,40.75314,-73.97367,Entire home/apt,219,2,5,2019-01-01,0.13,3,0
12292255,5468528,Brooklyn,South Slope,40.6679,-73.98703,Entire home/apt,189,4,68,2019-06-15,1.73,1,83
12292409,23638897,Manhattan,Lower East Side,40.71849,-73.98334,Entire home/apt,140,5,2,2018-01-01,0.05,1,0
12293900,11206175,Queens,Maspeth,40.72163,-73.90612,Entire home/apt,96,30,17,2019-04-26,0.47,2,325
12294008,27742760,Brooklyn,Boerum Hill,40.68469,-73.98603,Entire home/apt,300,180,0,,,1,365
12294124,66269338,Queens,Jackson Heights,40.74838,-73.88767,Private room,125,1,11,2019-05-26,0.28,4,301
12296996,30826804,Brooklyn,East Flatbush,40.6403,-73.94959,Private room,150,3,11,2019-05-20,0.28,1,364
12299794,66309874,Brooklyn,Cypress Hills,40.68615,-73.87646,Private room,60,3,32,2019-06-04,0.81,3,90
12300734,7195103,Manhattan,Upper West Side,40.77992,-73.98046,Private room,99,4,51,2018-07-06,1.31,1,0
12301028,66309874,Brooklyn,Cypress Hills,40.68577,-73.8777,Private room,60,3,15,2019-06-29,0.41,3,90
12301489,18276764,Manhattan,Gramercy,40.7363,-73.98691,Entire home/apt,198,2,37,2017-06-27,0.98,1,0
12302170,66326553,Manhattan,Hell's Kitchen,40.76149,-73.99159,Entire home/apt,350,6,124,2019-06-18,3.16,2,247
12302429,5973406,Brooklyn,Park Slope,40.66977,-73.98042,Entire home/apt,85,14,4,2019-05-31,0.15,2,275
12303877,51522009,Manhattan,Hell's Kitchen,40.76446,-73.99175,Private room,80,3,0,,,1,0
12304523,5741089,Brooklyn,Williamsburg,40.71278,-73.949,Entire home/apt,80,2,6,2017-10-15,0.15,1,0
12304938,16098958,Manhattan,Upper West Side,40.7918,-73.97413,Entire home/apt,135,30,6,2019-05-15,0.16,96,311
12307809,26535250,Brooklyn,Windsor Terrace,40.65722,-73.9793,Entire home/apt,61,1,91,2019-05-18,2.38,3,246
12308695,33049782,Brooklyn,Bushwick,40.69084,-73.90314,Private room,45,3,3,2017-08-22,0.08,1,0
12309399,4206804,Brooklyn,Bushwick,40.70376,-73.92718,Private room,70,3,2,2018-03-22,0.06,1,249
12309858,66383919,Manhattan,Harlem,40.80513,-73.95445,Private room,60,1,40,2017-05-07,1.02,2,0
12310495,66383919,Manhattan,Harlem,40.80713,-73.9542,Private room,75,2,46,2017-03-11,1.17,2,0
12310556,13716703,Brooklyn,Greenpoint,40.73334,-73.95607,Entire home/apt,165,2,3,2018-11-05,0.08,1,0
12311270,473701,Brooklyn,Greenpoint,40.73708,-73.95454,Entire home/apt,112,10,11,2019-04-25,0.28,1,21
12315833,64341665,Manhattan,Harlem,40.82039,-73.94147,Private room,69,1,38,2019-06-30,0.97,2,365
12317276,66440767,Brooklyn,Sheepshead Bay,40.60016,-73.95393,Private room,39,3,22,2019-06-18,0.56,1,360
12317903,1512462,Manhattan,Midtown,40.75489,-73.9666,Entire home/apt,239,4,132,2019-06-21,3.39,2,242
12318497,40726506,Manhattan,East Village,40.72591,-73.98,Entire home/apt,150,2,0,,,1,0
12318604,10199873,Manhattan,Upper East Side,40.77398,-73.94607,Private room,42,31,0,,,1,0
12321473,32924486,Manhattan,Greenwich Village,40.73064,-73.99937,Entire home/apt,195,7,0,,,1,0
12321626,38353649,Manhattan,East Village,40.72228,-73.98409,Entire home/apt,194,4,5,2016-12-29,0.13,1,0
12322066,8952737,Brooklyn,Bedford-Stuyvesant,40.67941,-73.9535,Private room,75,2,1,2016-05-13,0.03,1,0
12322150,87988,Brooklyn,Carroll Gardens,40.68233,-73.99373,Entire home/apt,130,2,0,,,2,16
12322923,66484647,Manhattan,Chelsea,40.74419,-73.99861,Entire home/apt,165,3,110,2019-06-09,2.87,1,222
12322999,21901103,Manhattan,Morningside Heights,40.80464,-73.96418,Private room,70,3,0,,,1,0
12324203,6360636,Manhattan,East Village,40.72387,-73.98939,Entire home/apt,200,2,3,2016-10-06,0.08,1,0
12324428,1702298,Brooklyn,Williamsburg,40.71378,-73.93762,Private room,40,15,0,,,1,0
12324757,2861820,Brooklyn,Williamsburg,40.71172,-73.9417,Entire home/apt,205,2,7,2019-06-01,0.18,1,4
12325036,30848788,Brooklyn,Bedford-Stuyvesant,40.69324,-73.94656,Private room,45,4,35,2019-06-14,0.91,2,89
12325045,66501870,Manhattan,Midtown,40.76016,-73.9691,Entire home/apt,139,2,132,2019-06-30,3.66,1,154
12325291,26405086,Manhattan,Washington Heights,40.83326,-73.94215,Entire home/apt,339,1,87,2019-06-30,2.28,4,318
12326402,66513544,Brooklyn,Brownsville,40.65775,-73.90486,Entire home/apt,49,14,3,2018-11-17,0.08,1,291
12326470,1304893,Manhattan,Upper West Side,40.78495,-73.9731,Entire home/apt,190,4,1,2018-06-29,0.08,1,118
12328112,1180190,Brooklyn,Greenpoint,40.731,-73.9548,Entire home/apt,450,365,17,2019-01-03,0.5,1,365
12332789,14898658,Brooklyn,Kensington,40.64345,-73.98015,Private room,45,1,103,2019-03-11,2.68,11,0
12333456,66566329,Brooklyn,Williamsburg,40.71926,-73.94206,Entire home/apt,199,2,29,2019-05-26,0.74,1,174
12333601,9632055,Brooklyn,Carroll Gardens,40.68378,-74.00046,Entire home/apt,55,2,0,,,1,0
12335391,49746853,Brooklyn,Bedford-Stuyvesant,40.68042,-73.91811,Private room,33,13,7,2018-07-24,0.2,1,297
12336343,15753023,Brooklyn,Williamsburg,40.71102,-73.9689,Entire home/apt,149,4,5,2016-11-27,0.14,1,0
12336668,4207560,Brooklyn,Williamsburg,40.70928,-73.95286,Private room,80,1,54,2017-07-21,1.37,1,0
12337005,2774967,Brooklyn,Fort Greene,40.6921,-73.97279,Entire home/apt,120,3,25,2019-06-19,0.72,1,0
12338559,26414016,Brooklyn,Williamsburg,40.71806,-73.95775,Private room,73,1,4,2016-10-02,0.11,2,0
12339863,10035055,Manhattan,Tribeca,40.72138,-74.00767,Entire home/apt,2500,4,0,,,1,89
12341856,9123131,Brooklyn,Crown Heights,40.67068,-73.94084,Private room,44,3,32,2019-06-03,0.83,2,0
12342004,6416695,Manhattan,Washington Heights,40.83549,-73.94729,Entire home/apt,105,3,8,2017-07-05,0.21,1,0
12342269,1892706,Manhattan,East Harlem,40.78993,-73.94718,Private room,70,1,0,,,1,0
12342297,19953913,Manhattan,Hell's Kitchen,40.76116,-73.99016,Private room,120,2,17,2017-04-28,0.43,1,0
12342441,21340955,Brooklyn,Flatbush,40.65402,-73.96073,Private room,57,3,33,2019-05-31,0.85,3,345
12342876,8389062,Queens,Astoria,40.76202,-73.91467,Entire home/apt,120,1,1,2016-06-12,0.03,1,0
12342979,1462483,Manhattan,Midtown,40.74566,-73.9834,Private room,100,4,40,2019-06-19,3.36,2,164
12343098,66640174,Manhattan,Flatiron District,40.7411,-73.99024,Entire home/apt,525,5,49,2019-06-13,1.26,1,314
12343127,8854804,Brooklyn,Williamsburg,40.71635,-73.95746,Private room,100,3,0,,,1,0
12343793,7476145,Brooklyn,Williamsburg,40.71811,-73.95793,Private room,75,3,3,2017-01-16,0.09,1,0
12344255,66649328,Brooklyn,Sheepshead Bay,40.60754,-73.95297,Entire home/apt,45,1,0,,,1,0
12344391,8308648,Brooklyn,Bushwick,40.6879,-73.91767,Private room,65,1,2,2016-12-31,0.06,2,0
12344456,40040638,Brooklyn,Park Slope,40.67522,-73.98063,Entire home/apt,132,1,67,2019-06-27,1.77,1,264
12344949,33993577,Manhattan,Harlem,40.80882,-73.94654,Entire home/apt,350,5,0,,,1,0
12345178,65809485,Queens,Flushing,40.74849,-73.82914,Private room,50,7,83,2019-05-12,2.15,12,171
12345354,921269,Manhattan,East Harlem,40.79711,-73.93647,Private room,60,3,27,2016-12-09,0.69,1,0
12345615,52196858,Bronx,Parkchester,40.83648,-73.85812,Private room,59,1,120,2019-07-02,3.11,2,336
12345786,44223203,Manhattan,East Village,40.72803,-73.98853,Private room,80,1,32,2019-05-05,0.85,1,0
12346131,23732730,Bronx,Pelham Gardens,40.86323,-73.84638,Entire home/apt,450,2,81,2019-07-06,2.07,4,342
12346483,42032781,Brooklyn,Williamsburg,40.70496,-73.93024,Private room,45,3,7,2019-06-18,0.41,1,133
12353119,26405086,Manhattan,Washington Heights,40.83543,-73.94456,Entire home/apt,359,1,126,2019-07-01,3.21,4,318
12355067,31502455,Manhattan,Chelsea,40.74553,-73.99784,Private room,200,1,1,2016-05-21,0.03,1,0
12356709,52656626,Manhattan,Upper West Side,40.79772,-73.9626,Entire home/apt,120,3,11,2017-08-17,0.32,1,0
12356873,43806964,Manhattan,Upper East Side,40.77667,-73.95463,Entire home/apt,140,2,6,2016-10-10,0.17,1,0
12358117,37978030,Brooklyn,Flatbush,40.63129,-73.96611,Entire home/apt,436,3,9,2019-07-02,0.37,1,27
12358120,2640854,Manhattan,Chelsea,40.74045,-73.99824,Entire home/apt,249,3,9,2016-10-31,0.23,1,0
12358495,16596850,Manhattan,Midtown,40.75761,-73.96217,Entire home/apt,300,1,0,,,1,0
12359146,39549563,Brooklyn,Bedford-Stuyvesant,40.68075,-73.91099,Entire home/apt,140,30,38,2018-09-21,1.1,1,312
12360207,3922831,Brooklyn,Williamsburg,40.71592,-73.96265,Entire home/apt,170,5,35,2019-06-26,0.9,1,290
12360254,32193665,Brooklyn,Williamsburg,40.71671,-73.94989,Entire home/apt,200,2,0,,,1,0
12360322,11626567,Brooklyn,Williamsburg,40.70661,-73.93642,Private room,60,1,2,2016-04-17,0.05,1,0
12360660,5074556,Manhattan,Chinatown,40.71703,-73.99338,Private room,94,3,4,2017-10-15,0.1,1,364
12362194,11039974,Manhattan,Upper West Side,40.78039,-73.98426,Entire home/apt,399,1,0,,,2,0
12363920,66787512,Brooklyn,Bushwick,40.69969,-73.91896,Private room,45,1,7,2016-06-19,0.18,1,0
12365206,24038764,Brooklyn,Cypress Hills,40.67708,-73.89236,Private room,60,3,2,2016-07-13,0.05,1,0
12365836,35660592,Queens,Maspeth,40.73976,-73.8954,Private room,169,3,27,2019-05-18,0.78,6,256
12366132,66614646,Manhattan,East Village,40.72444,-73.98136,Private room,80,3,1,2016-06-28,0.03,1,0
12366226,22288459,Brooklyn,Bedford-Stuyvesant,40.69537,-73.93494,Private room,55,1,12,2019-05-19,0.75,2,22
12366408,66807700,Manhattan,East Harlem,40.79505,-73.94361,Entire home/apt,220,2,140,2019-05-27,3.6,3,341
12366762,66810906,Brooklyn,Bergen Beach,40.6235,-73.91056,Entire home/apt,235,4,32,2019-06-11,0.88,1,322
12367315,5960171,Brooklyn,Clinton Hill,40.68809,-73.96027,Entire home/apt,125,3,2,2016-06-29,0.05,1,0
12367449,3121134,Queens,Astoria,40.7619,-73.91985,Private room,66,1,1,2016-08-06,0.03,1,0
12367673,12326402,Manhattan,Financial District,40.70873,-74.00601,Private room,80,1,5,2016-11-09,0.13,1,0
12368099,26377263,Queens,Far Rockaway,40.5978,-73.75296,Private room,40,30,0,,,43,354
12368109,5741728,Queens,Astoria,40.76625,-73.91448,Private room,57,2,14,2017-01-03,0.37,1,0
12370347,116382,Brooklyn,Crown Heights,40.66882,-73.9404,Private room,48,2,107,2019-06-29,2.74,5,268
12375976,16617640,Manhattan,East Village,40.72376,-73.97975,Entire home/apt,99,20,2,2017-01-10,0.06,1,0
12376365,45601111,Queens,Laurelton,40.66952,-73.74624,Private room,40,2,47,2019-02-15,1.19,5,173
12377267,65364483,Manhattan,Upper West Side,40.79839,-73.96804,Entire home/apt,250,90,0,,,2,90
12379298,66904643,Manhattan,East Village,40.72421,-73.99041,Private room,180,1,14,2018-09-06,0.4,1,90
12380717,41265342,Manhattan,Upper East Side,40.76769,-73.9585,Entire home/apt,115,2,7,2017-06-18,0.2,1,0
12381255,4249297,Brooklyn,Williamsburg,40.71065,-73.95115,Private room,104,2,19,2019-06-30,0.49,2,249
12381336,66919869,Brooklyn,Williamsburg,40.71742,-73.95777,Entire home/apt,325,4,12,2019-06-21,0.49,1,6
12382140,26521212,Manhattan,Midtown,40.75322,-73.97321,Entire home/apt,299,2,14,2019-05-03,0.36,3,0
12383041,17001409,Brooklyn,Bedford-Stuyvesant,40.69443,-73.94316,Private room,40,1,5,2016-06-07,0.13,1,0
12383067,24532289,Manhattan,Upper East Side,40.78755,-73.95493,Private room,89,1,9,2019-06-23,0.23,1,198
12384862,51501835,Manhattan,Hell's Kitchen,40.76302,-73.99416,Entire home/apt,100,30,7,2019-04-10,0.19,31,244
12385002,66949758,Queens,Jamaica,40.70085,-73.81284,Entire home/apt,59,1,27,2019-05-22,0.7,2,62
12385794,7511223,Manhattan,Financial District,40.70799,-74.00977,Entire home/apt,300,3,100,2019-06-22,2.66,1,335
12386361,2017504,Manhattan,Gramercy,40.73365,-73.98481,Private room,65,1,0,,,2,0
12386579,66961444,Manhattan,Inwood,40.87133,-73.91562,Private room,50,2,74,2019-04-27,1.98,1,310
12387018,31280252,Manhattan,Lower East Side,40.71894,-73.98738,Entire home/apt,120,1,0,,,1,0
12387215,14278457,Manhattan,Lower East Side,40.71257,-73.98671,Private room,125,1,0,,,1,0
